[拠点名],品目番号,品目名称,Strategic Product,ﾗｲﾌｻｲｸﾙ,Strategic Product,foo,Importance,価格,通貨,需要見込み合計［概算］,安全在庫,受注残,手持在庫,下位部品在庫,発注残,要求数量［概算］,発注提案書数量,同月出荷可能数量,N2月月末時点在庫数,N2月中間時点在庫数,Air数量,丸め,PSI,2024年1月,2023年12月,2023年11月,2023年10月,2023年9月,2023年8月,2023年7月,2023年6月,2023年5月,2023年4月,2023年3月,6ヶ月平均出荷実績,12ヶ月平均出荷実績,実績期間,DA,DS,L/T,ISP/RSP/GSP,MAPE,予測手法変更,予測数量変更,安全在庫変更,計算された安全在庫,出荷プラント,MRP管理者,予測手法,発注金額,重要品目y1,販社B/O(ASL品),"下降予測
(ﾗｲﾌｻｲｸﾙ1のみ)",月中確認品目,修正有無,修正方法,備考1,備考2,実施内容,対応実施,KDAコメント,S/B対応
210_KDA,AA0141,Product-141,n,3:Mature,Freq 6/6,foo,Normal,85.41,USD,19,2,0,2,0,8,11,12,0,-5,-3,3,4,4_End_Stock,6,3,-5,0,5,2,,,,,,4,3,12,100,70,35,I,R31,,,,,,,,,,,,,,,,,,,,
210_KDA,AA0147,Product-147,n,4:Decline,Freq 6/6,foo,2nd Most Important,232.86,USD,440,19,0,159,0,150,147,70,12,-11,39,0,,1_Order,100,200,70,0,0,,,,,,,96,106,12,100,70,35,0,R3Q,,,,,,,,,,,,,,,,,,,,
210_KDA,AA0147,Product-147,n,4:Decline,Freq 6/6,foo,2nd Most Important,232.86,USD,440,19,0,159,0,150,147,70,12,-11,39,0,,2_Incoming,200,70,0,0,150,,,,,,,96,106,12,100,70,35,0,R3Q,,,,,,,,,,,,,,,,,,,,
210_KDA,AA0147,Product-147,n,4:Decline,Freq 6/6,foo,2nd Most Important,232.86,USD,440,19,0,159,0,150,147,70,12,-11,39,0,,3_Forecast,120,100,100,120,100,104,91,68,98,101,111,96,106,12,100,70,35,0,R3Q,,,,,,,,,,,,,,,,,,,,
210_KDA,AA0147,Product-147,n,4:Decline,Freq 6/6,foo,2nd Most Important,232.86,USD,440,19,0,159,0,150,147,70,12,-11,39,0,,4_End_Stock,39,-41,-11,89,209,159,,,,,,96,106,12,100,70,35,0,R3Q,,,,,,,,,,,,,,,,,,,,
210_KDA,AA0153,Product-153,n,4:Decline,Freq 6/6,foo,2nd Most Important,151.12,USD,142,8,0,56,0,59,37,15,17,39,55,0,,1_Order,37,68,15,0,0,,,,,,,35,43,6,100,70,35,0,R3Q,,,,,,,,,,,,,,,,,,,,
210_KDA,AA0153,Product-153,n,4:Decline,Freq 6/6,foo,2nd Most Important,151.12,USD,142,8,0,56,0,59,37,15,17,39,55,0,,2_Incoming,68,15,0,0,59,,,,,,,35,43,6,100,70,35,0,R3Q,,,,,,,,,,,,,,,,,,,,
210_KDA,AA0153,Product-153,n,4:Decline,Freq 6/6,foo,2nd Most Important,151.12,USD,142,8,0,56,0,59,37,15,17,39,55,0,,3_Forecast,48,58,31,13,32,42,28,19,36,43,39,35,43,6,100,70,35,0,R3Q,,,,,,,,,,,,,,,,,,,,
210_KDA,AA0153,Product-153,n,4:Decline,Freq 6/6,foo,2nd Most Important,151.12,USD,142,8,0,56,0,59,37,15,17,39,55,0,,4_End_Stock,15,-5,39,70,83,56,,,,,,35,43,6,100,70,35,0,R3Q,,,,,,,,,,,,,,,,,,,,
210_KDA,AA0154,Product-154,n,4:Decline,Freq 6/6,foo,2nd Most Important,90.32,USD,131,6,0,57,0,44,35,4,0,6,21,0,4,1_Order,28,68,4,0,0,,,,,,,20,26,6,100,70,35,0,R31,,,,,,,,,,,,,,,,,,,,
210_KDA,AA0154,Product-154,n,4:Decline,Freq 6/6,foo,2nd Most Important,90.32,USD,131,6,0,57,0,44,35,4,0,6,21,0,4,2_Incoming,68,4,0,13,31,,,,,,,20,26,6,100,70,35,0,R31,,,,,,,,,,,,,,,,,,,,
210_KDA,AA0154,Product-154,n,4:Decline,Freq 6/6,foo,2nd Most Important,90.32,USD,131,6,0,57,0,44,35,4,0,6,21,0,4,3_Forecast,35,30,30,35,30,15,14,16,28,21,27,20,26,6,100,70,35,0,R31,,,,,,,,,,,,,,,,,,,,
210_KDA,AA0154,Product-154,n,4:Decline,Freq 6/6,foo,2nd Most Important,90.32,USD,131,6,0,57,0,44,35,4,0,6,21,0,4,4_End_Stock,13,-20,6,36,57,57,,,,,,20,26,6,100,70,35,0,R31,,,,,,,,,,,,,,,,,,,,
210_KDA,AA0158,Product-158,n,4:Decline,Freq 6/6,foo,2nd Most Important,119.37,USD,372,19,0,167,0,162,67,60,43,35,82,0,4,1_Order,88,52,60,0,0,,,,,,,98,112,6,100,70,35,0,R31,,,,,,,,,,,,,,,,,,,,
210_KDA,AA0158,Product-158,n,4:Decline,Freq 6/6,foo,2nd Most Important,119.37,USD,372,19,0,167,0,162,67,60,43,35,82,0,4,2_Incoming,52,60,0,48,114,,,,,,,98,112,6,100,70,35,0,R31,,,,,,,,,,,,,,,,,,,,
210_KDA,AA0158,Product-158,n,4:Decline,Freq 6/6,foo,2nd Most Important,119.37,USD,372,19,0,167,0,162,67,60,43,35,82,0,4,3_Forecast,40,71,93,97,104,108,65,81,101,96,134,98,112,6,100,70,35,0,R31,,,,,,,,,,,,,,,,,,,,
210_KDA,AA0158,Product-158,n,4:Decline,Freq 6/6,foo,2nd Most Important,119.37,USD,372,19,0,167,0,162,67,60,43,35,82,0,4,4_End_Stock,36,24,35,128,177,167,,,,,,98,112,6,100,70,35,0,R31,,,,,,,,,,,,,,,,,,,,
210_KDA,AA0163,Product-163,y,2:Upturn,Freq 6/6,foo,Most Important,142.11,USD,2165,55,0,1010,0,748,462,448,963,82,345,0,4,1_Order,556,628,448,0,0,,,,,,,510,564,12,100,95,28,0,R31,,,,,,,,,,,,,,,,,,,,
210_KDA,AA0163,Product-163,y,2:Upturn,Freq 6/6,foo,Most Important,142.11,USD,2165,55,0,1010,0,748,462,448,963,82,345,0,4,2_Incoming,556,628,448,244,504,,,,,,,510,564,12,100,95,28,0,R31,,,,,,,,,,,,,,,,,,,,
210_KDA,AA0163,Product-163,y,2:Upturn,Freq 6/6,foo,Most Important,142.11,USD,2165,55,0,1010,0,748,462,448,963,82,345,0,4,3_Forecast,600,525,525,600,550,466,424,444,483,591,653,510,564,12,100,95,28,0,R31,,,,,,,,,,,,,,,,,,,,
210_KDA,AA0163,Product-163,y,2:Upturn,Freq 6/6,foo,Most Important,142.11,USD,2165,55,0,1010,0,748,462,448,963,82,345,0,4,4_End_Stock,589,633,530,607,963,1010,,,,,,510,564,12,100,95,28,0,R31,,,,,,,,,,,,,,,,,,,,
210_KDA,AA0164,Product-164,y,1:New Product,Freq 6/6,foo,Most Important,196.84,USD,7033,175,0,1299,11,3796,2113,1440,0,-306,569,0,,1_Order,1814,2623,1440,0,0,,,,,,,1617,1620,12,100,95,28,0,R31,,,,,,,,,,,,,,,,,,,,
210_KDA,AA0164,Product-164,y,1:New Product,Freq 6/6,foo,Most Important,196.84,USD,7033,175,0,1299,11,3796,2113,1440,0,-306,569,0,,2_Incoming,1814,2623,1440,1187,2620,,,,,,,1617,1620,12,100,95,28,0,R31,,,,,,,,,,,,,,,,,,,,
210_KDA,AA0164,Product-164,y,1:New Product,Freq 6/6,foo,Most Important,196.84,USD,7033,175,0,1299,11,3796,2113,1440,0,-306,569,0,,3_Forecast,1900,1750,1750,1900,1750,1717,1380,1612,1655,1548,1788,1617,1620,12,100,95,28,0,R31,,,,,,,,,,,,,,,,,,,,
210_KDA,AA0164,Product-164,y,1:New Product,Freq 6/6,foo,Most Important,196.84,USD,7033,175,0,1299,11,3796,2113,1440,0,-306,569,0,,4_End_Stock,1922,2008,1135,1444,2157,1288,,,,,,1617,1620,12,100,95,28,0,R31,,,,,,,,,,,,,,,,,,,,
210_KDA,AA0165,Product-165,y,1:New Product,Freq 6/6,foo,Most Important,315.79,USD,1840,45,0,379,0,964,542,309,0,-297,-72,72,,1_Order,481,766,309,0,0,,,,,,,434,424,12,100,95,28,0,R31,,,,,,,,,,,,,,,,,,,,
210_KDA,AA0165,Product-165,y,1:New Product,Freq 6/6,foo,Most Important,315.79,USD,1840,45,0,379,0,964,542,309,0,-297,-72,72,,2_Incoming,481,766,528,219,526,,,,,,,434,424,12,100,95,28,0,R31,,,,,,,,,,,,,,,,,,,,
210_KDA,AA0165,Product-165,y,1:New Product,Freq 6/6,foo,Most Important,315.79,USD,1840,45,0,379,0,964,542,309,0,-297,-72,72,,3_Forecast,520,450,450,520,450,488,391,368,405,446,504,434,424,12,100,95,28,0,R31,,,,,,,,,,,,,,,,,,,,
210_KDA,AA0165,Product-165,y,1:New Product,Freq 6/6,foo,Most Important,315.79,USD,1840,45,0,379,0,964,542,309,0,-297,-72,72,,4_End_Stock,508,547,231,153,454,379,,,,,,434,424,12,100,95,28,0,R31,,,,,,,,,,,,,,,,,,,,
210_KDA,AA0166,Product-166,y,2:Upturn,Freq 6/6,foo,Most Important,160,USD,148,4,0,197,0,8,-53,0,0,89,107,0,4,1_Order,28,0,0,0,0,,,,,,,40,36,12,100,95,28,0,R31,,,,,,,,,,,,,,,,,,,,
210_KDA,AA0166,Product-166,y,2:Upturn,Freq 6/6,foo,Most Important,160,USD,148,4,0,197,0,8,-53,0,0,89,107,0,4,2_Incoming,28,0,0,0,8,,,,,,,40,36,12,100,95,28,0,R31,,,,,,,,,,,,,,,,,,,,
210_KDA,AA0166,Product-166,y,2:Upturn,Freq 6/6,foo,Most Important,160,USD,148,4,0,197,0,8,-53,0,0,89,107,0,4,3_Forecast,45,35,35,45,35,30,21,30,50,54,57,40,36,12,100,95,28,0,R31,,,,,,,,,,,,,,,,,,,,
210_KDA,AA0166,Product-166,y,2:Upturn,Freq 6/6,foo,Most Important,160,USD,148,4,0,197,0,8,-53,0,0,89,107,0,4,4_End_Stock,37,54,89,124,169,197,,,,,,40,36,12,100,95,28,0,R31,,,,,,,,,,,,,,,,,,,,
210_KDA,AA0167,Product-167,y,2:Upturn,Freq 6/6,foo,Most Important,178.95,USD,531,13,0,367,0,0,177,176,0,-43,22,0,4,1_Order,132,156,176,0,0,,,,,,,106,124,6,100,95,28,0,R31,,,,,,,,,,,,,,,,,,,,
210_KDA,AA0167,Product-167,y,2:Upturn,Freq 6/6,foo,Most Important,178.95,USD,531,13,0,367,0,0,177,176,0,-43,22,0,4,2_Incoming,132,156,176,0,0,,,,,,,106,124,6,100,95,28,0,R31,,,,,,,,,,,,,,,,,,,,
210_KDA,AA0167,Product-167,y,2:Upturn,Freq 6/6,foo,Most Important,178.95,USD,531,13,0,367,0,0,177,176,0,-43,22,0,4,3_Forecast,150,130,130,150,130,119,72,62,89,146,145,106,124,6,100,95,28,0,R31,,,,,,,,,,,,,,,,,,,,
210_KDA,AA0167,Product-167,y,2:Upturn,Freq 6/6,foo,Most Important,178.95,USD,531,13,0,367,0,0,177,176,0,-43,22,0,4,4_End_Stock,141,159,133,87,237,367,,,,,,106,124,6,100,95,28,0,R31,,,,,,,,,,,,,,,,,,,,
210_KDA,AA0169,Product-169,n,3:Mature,Freq 6/6,foo,Most Important,389.47,USD,629,15,19,53,0,378,213,67,0,-110,-35,35,,1_Order,151,321,67,0,0,,,,,,,126,122,12,100,95,28,0,R31,,,,,,,,,,,,,,,,,,,,
210_KDA,AA0169,Product-169,n,3:Mature,Freq 6/6,foo,Most Important,389.47,USD,629,15,19,53,0,378,213,67,0,-110,-35,35,,2_Incoming,151,321,118,109,218,,,,,,,126,122,12,100,95,28,0,R31,,,,,,,,,,,,,,,,,,,,
210_KDA,AA0169,Product-169,n,3:Mature,Freq 6/6,foo,Most Important,389.47,USD,629,15,19,53,0,378,213,67,0,-110,-35,35,,3_Forecast,170,150,150,170,169,172,105,106,147,92,133,126,122,12,100,95,28,0,R31,,,,,,,,,,,,,,,,,,,,
210_KDA,AA0169,Product-169,n,3:Mature,Freq 6/6,foo,Most Important,389.47,USD,629,15,19,53,0,378,213,67,0,-110,-35,35,,4_End_Stock,160,179,8,40,101,34,,,,,,126,122,12,100,95,28,0,R31,,,,,,,,,,,,,,,,,,,,
210_KDA,AA0170,Product-170,y,2:Upturn,Freq 6/6,foo,Most Important,98.89,USD,1023,24,0,450,3,268,329,244,67,-73,57,0,4,1_Order,264,376,244,0,0,,,,,,,243,261,12,100,95,28,0,R31,,,,,,,,,,,,,,,,,,,,
210_KDA,AA0170,Product-170,y,2:Upturn,Freq 6/6,foo,Most Important,98.89,USD,1023,24,0,450,3,268,329,244,67,-73,57,0,4,2_Incoming,264,376,244,98,173,,,,,,,243,261,12,100,95,28,0,R31,,,,,,,,,,,,,,,,,,,,
210_KDA,AA0170,Product-170,y,2:Upturn,Freq 6/6,foo,Most Important,98.89,USD,1023,24,0,450,3,268,329,244,67,-73,57,0,4,3_Forecast,280,250,260,290,240,280,140,158,269,296,316,243,261,12,100,95,28,0,R31,,,,,,,,,,,,,,,,,,,,
210_KDA,AA0170,Product-170,y,2:Upturn,Freq 6/6,foo,Most Important,98.89,USD,1023,24,0,450,3,268,329,244,67,-73,57,0,4,4_End_Stock,282,298,171,187,379,447,,,,,,243,261,12,100,95,28,0,R31,,,,,,,,,,,,,,,,,,,,
210_KDA,AA0173,Product-173,y,2:Upturn,Freq 6/6,foo,Most Important,294.74,USD,1014,25,0,329,2,365,345,170,0,-96,24,0,,1_Order,257,480,170,0,0,,,,,,,236,248,12,100,95,28,0,R31,,,,,,,,,,,,,,,,,,,,
210_KDA,AA0173,Product-173,y,2:Upturn,Freq 6/6,foo,Most Important,294.74,USD,1014,25,0,329,2,365,345,170,0,-96,24,0,,2_Incoming,257,480,170,200,167,,,,,,,236,248,12,100,95,28,0,R31,,,,,,,,,,,,,,,,,,,,
210_KDA,AA0173,Product-173,y,2:Upturn,Freq 6/6,foo,Most Important,294.74,USD,1014,25,0,329,2,365,345,170,0,-96,24,0,,3_Forecast,300,240,240,300,250,365,132,175,283,222,241,236,248,12,100,95,28,0,R31,,,,,,,,,,,,,,,,,,,,
210_KDA,AA0173,Product-173,y,2:Upturn,Freq 6/6,foo,Most Important,294.74,USD,1014,25,0,329,2,365,345,170,0,-96,24,0,,4_End_Stock,271,314,74,144,244,327,,,,,,236,248,12,100,95,28,0,R31,,,,,,,,,,,,,,,,,,,,
210_KDA,AA0174,Product-174,y,2:Upturn,Freq 6/6,foo,Most Important,131.58,USD,689,17,0,295,0,206,205,0,13,-30,55,0,,1_Order,173,399,0,0,0,,,,,,,158,151,12,100,95,28,0,R31,,,,,,,,,,,,,,,,,,,,
210_KDA,AA0174,Product-174,y,2:Upturn,Freq 6/6,foo,Most Important,131.58,USD,689,17,0,295,0,206,205,0,13,-30,55,0,,2_Incoming,173,399,0,73,133,,,,,,,158,151,12,100,95,28,0,R31,,,,,,,,,,,,,,,,,,,,
210_KDA,AA0174,Product-174,y,2:Upturn,Freq 6/6,foo,Most Important,131.58,USD,689,17,0,295,0,206,205,0,13,-30,55,0,,3_Forecast,190,170,170,190,170,169,141,118,166,156,199,158,151,12,100,95,28,0,R31,,,,,,,,,,,,,,,,,,,,
210_KDA,AA0174,Product-174,y,2:Upturn,Freq 6/6,foo,Most Important,131.58,USD,689,17,0,295,0,206,205,0,13,-30,55,0,,4_End_Stock,183,200,-29,140,257,295,,,,,,158,151,12,100,95,28,0,R31,,,,,,,,,,,,,,,,,,,,
210_KDA,AA0178,Product-178,n,4:Decline,Freq 6/6,foo,2nd Most Important,77.48,USD,285,90,0,71,0,120,181,20,0,-25,12,0,4,1_Order,56,244,20,0,0,,,,,,,65,65,6,100,70,35,I,R31,,,,,,,,,,,,,,,,,,,,
210_KDA,AA0178,Product-178,n,4:Decline,Freq 6/6,foo,2nd Most Important,77.48,USD,285,90,0,71,0,120,181,20,0,-25,12,0,4,2_Incoming,244,20,0,0,120,,,,,,,65,65,6,100,70,35,I,R31,,,,,,,,,,,,,,,,,,,,
210_KDA,AA0178,Product-178,n,4:Decline,Freq 6/6,foo,2nd Most Important,77.48,USD,285,90,0,71,0,120,181,20,0,-25,12,0,4,3_Forecast,78,57,74,87,54,91,69,54,67,50,59,65,65,6,100,70,35,I,R31,,,,,,,,,,,,,,,,,,,,
210_KDA,AA0178,Product-178,n,4:Decline,Freq 6/6,foo,2nd Most Important,77.48,USD,285,90,0,71,0,120,181,20,0,-25,12,0,4,4_End_Stock,104,-61,-24,49,136,71,,,,,,65,65,6,100,70,35,I,R31,,,,,,,,,,,,,,,,,,,,
210_KDA,AA0183,Product-183,n,4:Decline,Freq 6/6,foo,Normal,168.79,USD,34,3,0,14,0,8,15,8,1,-3,1,0,4,1_Order,8,16,8,0,0,,,,,,,8,9,6,100,70,35,I,R31,,,,,,,,,,,,,,,,,,,,
210_KDA,AA0183,Product-183,n,4:Decline,Freq 6/6,foo,Normal,168.79,USD,34,3,0,14,0,8,15,8,1,-3,1,0,4,2_Incoming,16,8,0,0,8,,,,,,,8,9,6,100,70,35,I,R31,,,,,,,,,,,,,,,,,,,,
210_KDA,AA0183,Product-183,n,4:Decline,Freq 6/6,foo,Normal,168.79,USD,34,3,0,14,0,8,15,8,1,-3,1,0,4,3_Forecast,8,8,8,9,8,11,5,9,6,6,8,8,9,6,100,70,35,I,R31,,,,,,,,,,,,,,,,,,,,
210_KDA,AA0183,Product-183,n,4:Decline,Freq 6/6,foo,Normal,168.79,USD,34,3,0,14,0,8,15,8,1,-3,1,0,4,4_End_Stock,5,-3,-3,5,14,14,,,,,,8,9,6,100,70,35,I,R31,,,,,,,,,,,,,,,,,,,,
210_KDA,AA0185,Product-185,y,2:Upturn,Freq 6/6,foo,Most Important,32.04,USD,5607,467,0,2353,0,2322,1399,984,0,375,1075,0,6,1_Order,1428,1950,984,0,0,,,,,,,1201,1384,12,100,95,28,I,V31,,,,,,,,,,,,,,,,,,,,
210_KDA,AA0185,Product-185,y,2:Upturn,Freq 6/6,foo,Most Important,32.04,USD,5607,467,0,2353,0,2322,1399,984,0,375,1075,0,6,2_Incoming,1428,1950,984,1110,1212,,,,,,,1201,1384,12,100,95,28,I,V31,,,,,,,,,,,,,,,,,,,,
210_KDA,AA0185,Product-185,y,2:Upturn,Freq 6/6,foo,Most Important,32.04,USD,5607,467,0,2353,0,2322,1399,984,0,375,1075,0,6,3_Forecast,1500,1400,1400,1500,1400,1479,1041,1079,1348,1178,1079,1201,1384,12,100,95,28,I,V31,,,,,,,,,,,,,,,,,,,,
210_KDA,AA0185,Product-185,y,2:Upturn,Freq 6/6,foo,Most Important,32.04,USD,5607,467,0,2353,0,2322,1399,984,0,375,1075,0,6,4_End_Stock,1837,1909,1359,1775,2165,2353,,,,,,1201,1384,12,100,95,28,I,V31,,,,,,,,,,,,,,,,,,,,
210_KDA,AA0186,Product-186,y,2:Upturn,Freq 6/6,foo,Most Important,69.91,USD,1849,153,0,487,487,1066,449,436,0,-268,-38,38,,1_Order,474,523,436,0,0,,,,,,,380,355,12,100,95,28,0,V3S,,,,,,,,,,,,,,,,,,,,
210_KDA,AA0186,Product-186,y,2:Upturn,Freq 6/6,foo,Most Important,69.91,USD,1849,153,0,487,487,1066,449,436,0,-268,-38,38,,2_Incoming,474,523,836,270,883,,,,,,,380,355,12,100,95,28,0,V3S,,,,,,,,,,,,,,,,,,,,
210_KDA,AA0186,Product-186,y,2:Upturn,Freq 6/6,foo,Most Important,69.91,USD,1849,153,0,487,487,1066,449,436,0,-268,-38,38,,3_Forecast,500,460,460,500,460,437,359,299,417,356,412,380,355,12,100,95,28,0,V3S,,,,,,,,,,,,,,,,,,,,
210_KDA,AA0186,Product-186,y,2:Upturn,Freq 6/6,foo,Most Important,69.91,USD,1849,153,0,487,487,1066,449,436,0,-268,-38,38,,4_End_Stock,605,631,568,192,422,0,,,,,,380,355,12,100,95,28,0,V3S,,,,,,,,,,,,,,,,,,,,
210_KDA,AA0187,Product-187,y,2:Upturn,Freq 6/6,foo,2nd Most Important,32.04,USD,2115,175,0,333,0,1248,709,696,0,-44,219,0,6,1_Order,540,600,696,0,0,,,,,,,425,423,12,100,95,28,0,V31,,,,,,,,,,,,,,,,,,,,
210_KDA,AA0187,Product-187,y,2:Upturn,Freq 6/6,foo,2nd Most Important,32.04,USD,2115,175,0,333,0,1248,709,696,0,-44,219,0,6,2_Incoming,540,600,696,414,834,,,,,,,425,423,12,100,95,28,0,V31,,,,,,,,,,,,,,,,,,,,
210_KDA,AA0187,Product-187,y,2:Upturn,Freq 6/6,foo,2nd Most Important,32.04,USD,2115,175,0,333,0,1248,709,696,0,-44,219,0,6,3_Forecast,575,525,525,575,525,657,406,393,387,334,375,425,423,12,100,95,28,0,V31,,,,,,,,,,,,,,,,,,,,
210_KDA,AA0187,Product-187,y,2:Upturn,Freq 6/6,foo,2nd Most Important,32.04,USD,2115,175,0,333,0,1248,709,696,0,-44,219,0,6,4_End_Stock,692,727,652,481,642,333,,,,,,425,423,12,100,95,28,0,V31,,,,,,,,,,,,,,,,,,,,
210_KDA,AA0193,Product-193,y,2:Upturn,Freq 6/6,foo,Most Important,64.09,USD,935,80,0,333,1,444,238,228,0,57,172,0,6,1_Order,246,264,228,0,0,,,,,,,236,224,12,100,95,28,I,V31,,,,,,,,,,,,,,,,,,,,
210_KDA,AA0193,Product-193,y,2:Upturn,Freq 6/6,foo,Most Important,64.09,USD,935,80,0,333,1,444,238,228,0,57,172,0,6,2_Incoming,246,264,228,168,277,,,,,,,236,224,12,100,95,28,I,V31,,,,,,,,,,,,,,,,,,,,
210_KDA,AA0193,Product-193,y,2:Upturn,Freq 6/6,foo,Most Important,64.09,USD,935,80,0,333,1,444,238,228,0,57,172,0,6,3_Forecast,250,230,230,250,240,251,203,238,199,221,301,236,224,12,100,95,28,I,V31,,,,,,,,,,,,,,,,,,,,
210_KDA,AA0193,Product-193,y,2:Upturn,Freq 6/6,foo,Most Important,64.09,USD,935,80,0,333,1,444,238,228,0,57,172,0,6,4_End_Stock,315,319,284,287,368,332,,,,,,236,224,12,100,95,28,I,V31,,,,,,,,,,,,,,,,,,,,
210_KDA,AA0194,Product-194,n,4:Decline,Freq 6/6,foo,2nd Most Important,45.48,USD,925,44,0,435,0,268,252,150,2,76,186,0,6,1_Order,186,432,150,0,0,,,,,,,181,194,6,100,70,35,0,R31,,,,,,,,,,,,,,,,,,,,
210_KDA,AA0194,Product-194,n,4:Decline,Freq 6/6,foo,2nd Most Important,45.48,USD,925,44,0,435,0,268,252,150,2,76,186,0,6,2_Incoming,432,150,0,0,268,,,,,,,181,194,6,100,70,35,0,R31,,,,,,,,,,,,,,,,,,,,
210_KDA,AA0194,Product-194,n,4:Decline,Freq 6/6,foo,2nd Most Important,45.48,USD,925,44,0,435,0,268,252,150,2,76,186,0,6,3_Forecast,328,244,219,252,155,212,107,146,220,218,182,181,194,6,100,70,35,0,R31,,,,,,,,,,,,,,,,,,,,
210_KDA,AA0194,Product-194,n,4:Decline,Freq 6/6,foo,2nd Most Important,45.48,USD,925,44,0,435,0,268,252,150,2,76,186,0,6,4_End_Stock,86,-18,76,295,547,435,,,,,,181,194,6,100,70,35,0,R31,,,,,,,,,,,,,,,,,,,,
210_KDA,AA0195,Product-195,n,4:Decline,Freq 6/6,foo,Normal,87.19,USD,833,37,0,371,0,325,174,0,0,95,195,0,,1_Order,196,383,0,0,0,,,,,,,176,172,35,100,70,35,I,R31,,,,,,,,,,,,,,,,,,,,
210_KDA,AA0195,Product-195,n,4:Decline,Freq 6/6,foo,Normal,87.19,USD,833,37,0,371,0,325,174,0,0,95,195,0,,2_Incoming,383,0,0,236,89,,,,,,,176,172,35,100,70,35,I,R31,,,,,,,,,,,,,,,,,,,,
210_KDA,AA0195,Product-195,n,4:Decline,Freq 6/6,foo,Normal,87.19,USD,833,37,0,371,0,325,174,0,0,95,195,0,,3_Forecast,200,200,200,200,200,174,119,168,186,200,206,176,172,35,100,70,35,I,R31,,,,,,,,,,,,,,,,,,,,
210_KDA,AA0195,Product-195,n,4:Decline,Freq 6/6,foo,Normal,87.19,USD,833,37,0,371,0,325,174,0,0,95,195,0,,4_End_Stock,79,-105,95,295,260,371,,,,,,176,172,35,100,70,35,I,R31,,,,,,,,,,,,,,,,,,,,
210_KDA,AA0196,Product-196,y,2:Upturn,Freq 6/6,foo,Most Important,87.59,USD,2213,55,0,811,0,776,681,0,0,-113,162,0,4,1_Order,556,1300,0,0,0,,,,,,,448,450,12,100,95,28,I,R31,,,,,,,,,,,,,,,,,,,,
210_KDA,AA0196,Product-196,y,2:Upturn,Freq 6/6,foo,Most Important,87.59,USD,2213,55,0,811,0,776,681,0,0,-113,162,0,4,2_Incoming,556,1300,0,406,370,,,,,,,448,450,12,100,95,28,I,R31,,,,,,,,,,,,,,,,,,,,
210_KDA,AA0196,Product-196,y,2:Upturn,Freq 6/6,foo,Most Important,87.59,USD,2213,55,0,811,0,776,681,0,0,-113,162,0,4,3_Forecast,600,550,550,600,550,604,415,429,415,398,427,448,450,12,100,95,28,I,R31,,,,,,,,,,,,,,,,,,,,
210_KDA,AA0196,Product-196,y,2:Upturn,Freq 6/6,foo,Most Important,87.59,USD,2213,55,0,811,0,776,681,0,0,-113,162,0,4,4_End_Stock,593,637,-113,437,631,811,,,,,,448,450,12,100,95,28,I,R31,,,,,,,,,,,,,,,,,,,,
210_KDA,AA0198,Product-198,n,4:Decline,Freq 6/6,foo,2nd Most Important,93.11,USD,291,25,0,117,0,98,100,72,16,1,36,0,6,1_Order,66,108,72,0,0,,,,,,,63,63,6,100,70,35,I,R31,,,,,,,,,,,,,,,,,,,,
210_KDA,AA0198,Product-198,n,4:Decline,Freq 6/6,foo,2nd Most Important,93.11,USD,291,25,0,117,0,98,100,72,16,1,36,0,6,2_Incoming,108,72,0,66,32,,,,,,,63,63,6,100,70,35,I,R31,,,,,,,,,,,,,,,,,,,,
210_KDA,AA0198,Product-198,n,4:Decline,Freq 6/6,foo,2nd Most Important,93.11,USD,291,25,0,117,0,98,100,72,16,1,36,0,6,3_Forecast,73,66,70,78,65,74,65,54,54,58,70,63,63,6,100,70,35,I,R31,,,,,,,,,,,,,,,,,,,,
210_KDA,AA0198,Product-198,n,4:Decline,Freq 6/6,foo,2nd Most Important,93.11,USD,291,25,0,117,0,98,100,72,16,1,36,0,6,4_End_Stock,41,6,1,71,84,117,,,,,,63,63,6,100,70,35,I,R31,,,,,,,,,,,,,,,,,,,,
210_KDA,AA0199,Product-199,y,2:Upturn,Freq 6/6,foo,Most Important,62.79,USD,610,50,0,383,0,144,133,132,0,57,132,0,6,1_Order,162,174,132,0,0,,,,,,,130,122,12,100,95,28,0,V31,,,,,,,,,,,,,,,,,,,,
210_KDA,AA0199,Product-199,y,2:Upturn,Freq 6/6,foo,Most Important,62.79,USD,610,50,0,383,0,144,133,132,0,57,132,0,6,2_Incoming,162,174,132,0,144,,,,,,,130,122,12,100,95,28,0,V31,,,,,,,,,,,,,,,,,,,,
210_KDA,AA0199,Product-199,y,2:Upturn,Freq 6/6,foo,Most Important,62.79,USD,610,50,0,383,0,144,133,132,0,57,132,0,6,3_Forecast,170,150,150,170,150,174,79,121,125,152,128,130,122,12,100,95,28,0,V31,,,,,,,,,,,,,,,,,,,,
210_KDA,AA0199,Product-199,y,2:Upturn,Freq 6/6,foo,Most Important,62.79,USD,610,50,0,383,0,144,133,132,0,57,132,0,6,4_End_Stock,205,213,189,207,377,383,,,,,,130,122,12,100,95,28,0,V31,,,,,,,,,,,,,,,,,,,,
210_KDA,AA0200,Product-200,y,2:Upturn,Freq 6/6,foo,Most Important,89.67,USD,1083,100,0,955,0,294,-66,0,0,398,523,0,6,1_Order,252,174,0,0,0,,,,,,,197,156,12,100,95,28,0,V31,,,,,,,,,,,,,,,,,,,,
